xflr5 v6.61

Project Wing
T1-10.0 m/s-Panel-Inviscid
QInf  =,   10.000000 ,m/s
Alpha = ,   0.000000
Beta  = ,   0.000°
Phi   = ,   0.000°
Ctrl  = ,   0.000
CL    = ,   0.215252
Cy    = ,   0.000000
Cd=,   0.001470,ICd=,    0.001470,PCd=,    0.000000
Cl   = ,2.72552e-16
Cm   =,   -0.350077
ICn=,   -0.000000,PCn=,   -0.000000
XCP=,    8.579703, YCP=,   -0.000000, ZCP=,    0.881169 
XNP=,    0.000000
Bending =, 14196.479564

Main Wing
  y-span,Chord,Ai,Cl,PCd,ICd,CmGeom,CmAirf@chord/4,XTrtop,XTrBot,XCP,BM
  -23.8795,   2.2299, -2.411, 0.091466, 0.000000, 0.003852,-0.644806,-0.026139, 0.0000, 0.0000, 0.5140, 0.0000
  -23.6977,   2.2692, -1.743, 0.147056, 0.000000, 0.004474,-0.949563,-0.042072, 0.0000, 0.0000, 0.5333, 0.2112
  -23.3357,   2.3476, -1.193, 0.188681, 0.000000, 0.003930,-1.130796,-0.049614, 0.0000, 0.0000, 0.5171, 2.6928
  -22.7960,   2.4644, -0.826, 0.215216, 0.000000, 0.003103,-1.211410,-0.054939, 0.0000, 0.0000, 0.5081,13.1518
  -22.0828,   2.6189, -0.599, 0.230782, 0.000000, 0.002411,-1.198667,-0.057965, 0.0000, 0.0000, 0.5028,41.8346
  -21.2015,   2.8097, -0.461, 0.238943, 0.000000, 0.001921,-1.125096,-0.059556, 0.0000, 0.0000, 0.5003,103.9074
  -20.1589,   3.0354, -0.380, 0.242301, 0.000000, 0.001606,-1.019303,-0.060367, 0.0000, 0.0000, 0.5000,219.5739
  -18.9629,   3.2943, -0.336, 0.242575, 0.000000, 0.001423,-0.900841,-0.060779, 0.0000, 0.0000, 0.5015,414.0139
  -17.6226,   3.5845, -0.317, 0.240820, 0.000000, 0.001331,-0.781600,-0.060983, 0.0000, 0.0000, 0.5043,717.1099
  -16.1481,   3.9038, -0.313, 0.237654, 0.000000, 0.001298,-0.668227,-0.061077, 0.0000, 0.0000, 0.5084,1162.8845
  -14.5508,   4.2496, -0.320, 0.233420, 0.000000, 0.001303,-0.564078,-0.061108, 0.0000, 0.0000, 0.5136,1788.5702
  -12.8427,   4.6194, -0.334, 0.228285, 0.000000, 0.001331,-0.470518,-0.061104, 0.0000, 0.0000, 0.5200,2633.2621
  -11.0368,   5.0104, -0.353, 0.222301, 0.000000, 0.001370,-0.387774,-0.061078, 0.0000, 0.0000, 0.5278,3736.1367
   -9.1470,   5.4196, -0.375, 0.215426, 0.000000, 0.001411,-0.315475,-0.061047, 0.0000, 0.0000, 0.5373,5134.2589
   -7.1875,   5.8438, -0.398, 0.207528, 0.000000, 0.001441,-0.252972,-0.061035, 0.0000, 0.0000, 0.5491,6860.0316
   -5.1734,   6.2799, -0.416, 0.198364, 0.000000, 0.001442,-0.199554,-0.061090, 0.0000, 0.0000, 0.5646,8938.3621
   -3.1199,   6.7245, -0.417, 0.187521, 0.000000, 0.001364,-0.154647,-0.061339, 0.0000, 0.0000, 0.5860,11383.6268
   -1.0426,   7.1743, -0.331, 0.174316, 0.000000, 0.001009,-0.118151,-0.062129, 0.0000, 0.0000, 0.6185,14196.4796
    1.0426,   7.1743, -0.331, 0.174316, 0.000000, 0.001009,-0.118151,-0.062129, 0.0000, 0.0000, 0.6185,14196.4796
    3.1199,   6.7245, -0.417, 0.187521, 0.000000, 0.001364,-0.154647,-0.061339, 0.0000, 0.0000, 0.5860,11383.6268
    5.1734,   6.2799, -0.416, 0.198364, 0.000000, 0.001442,-0.199554,-0.061090, 0.0000, 0.0000, 0.5646,8938.3621
    7.1875,   5.8438, -0.398, 0.207528, 0.000000, 0.001441,-0.252972,-0.061035, 0.0000, 0.0000, 0.5491,6860.0316
    9.1470,   5.4196, -0.375, 0.215426, 0.000000, 0.001411,-0.315475,-0.061047, 0.0000, 0.0000, 0.5373,5134.2589
   11.0368,   5.0104, -0.353, 0.222301, 0.000000, 0.001370,-0.387774,-0.061078, 0.0000, 0.0000, 0.5278,3736.1367
   12.8427,   4.6194, -0.334, 0.228285, 0.000000, 0.001331,-0.470518,-0.061104, 0.0000, 0.0000, 0.5200,2633.2621
   14.5508,   4.2496, -0.320, 0.233420, 0.000000, 0.001303,-0.564078,-0.061108, 0.0000, 0.0000, 0.5136,1788.5702
   16.1481,   3.9038, -0.313, 0.237654, 0.000000, 0.001298,-0.668227,-0.061077, 0.0000, 0.0000, 0.5084,1162.8845
   17.6226,   3.5845, -0.317, 0.240820, 0.000000, 0.001331,-0.781600,-0.060983, 0.0000, 0.0000, 0.5043,717.1099
   18.9629,   3.2943, -0.336, 0.242575, 0.000000, 0.001423,-0.900841,-0.060779, 0.0000, 0.0000, 0.5015,414.0139
   20.1589,   3.0354, -0.380, 0.242301, 0.000000, 0.001606,-1.019303,-0.060367, 0.0000, 0.0000, 0.5000,219.5739
   21.2015,   2.8097, -0.461, 0.238943, 0.000000, 0.001921,-1.125096,-0.059556, 0.0000, 0.0000, 0.5003,103.9074
   22.0828,   2.6189, -0.599, 0.230782, 0.000000, 0.002411,-1.198667,-0.057965, 0.0000, 0.0000, 0.5028,41.8346
   22.7960,   2.4644, -0.826, 0.215216, 0.000000, 0.003103,-1.211410,-0.054939, 0.0000, 0.0000, 0.5081,13.1518
   23.3357,   2.3476, -1.193, 0.188681, 0.000000, 0.003930,-1.130796,-0.049614, 0.0000, 0.0000, 0.5171, 2.6928
   23.6977,   2.2692, -1.743, 0.147056, 0.000000, 0.004474,-0.949563,-0.042072, 0.0000, 0.0000, 0.5333, 0.2112
   23.8795,   2.2299, -2.411, 0.091466, 0.000000, 0.003852,-0.644806,-0.026139, 0.0000, 0.0000, 0.5140, 0.0000


Main Wing Cp Coefficients
Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp
 332,   6.217e+00,  -9.142e+00,   1.085e-01,      -0.066,      -0.080,      -0.995,   1.087e+00,     -0.2005
 333,   5.721e+00,  -9.142e+00,   1.537e-01,      -0.122,      -0.109,      -0.986,   8.410e-01,     -0.1859
 334,   5.370e+00,  -9.142e+00,   2.126e-01,      -0.229,      -0.166,      -0.959,   5.435e-01,     -0.2375
 335,   5.188e+00,  -9.141e+00,   2.923e-01,      -0.660,      -0.395,      -0.639,   2.773e-01,      0.3125
 336,   5.188e+00,  -9.140e+00,   4.069e-01,      -0.752,      -0.404,       0.520,   3.439e-01,      0.4826
 337,   5.370e+00,  -9.140e+00,   5.271e-01,      -0.359,      -0.172,       0.917,   5.693e-01,     -0.3670
 338,   5.721e+00,  -9.139e+00,   6.175e-01,      -0.171,      -0.067,       0.983,   8.444e-01,     -0.4326
 339,   6.217e+00,  -9.139e+00,   6.803e-01,      -0.090,      -0.024,       0.996,   1.086e+00,     -0.4003
 340,   6.824e+00,  -9.139e+00,   7.169e-01,      -0.034,       0.004,       0.999,   1.260e+00,     -0.3896
 341,   7.501e+00,  -9.139e+00,   7.227e-01,       0.015,       0.028,       0.999,   1.352e+00,     -0.3784
 342,   8.203e+00,  -9.139e+00,   6.920e-01,       0.072,       0.054,       0.996,   1.356e+00,     -0.3389
 343,   8.880e+00,  -9.139e+00,   6.259e-01,       0.123,       0.076,       0.989,   1.272e+00,     -0.2529
 344,   9.488e+00,  -9.140e+00,   5.409e-01,       0.156,       0.089,       0.984,   1.099e+00,     -0.1526
 345,   9.983e+00,  -9.140e+00,   4.566e-01,       0.181,       0.098,       0.979,   8.477e-01,     -0.0583
 346,   1.033e+01,  -9.141e+00,   3.859e-01,       0.221,       0.112,       0.969,   5.381e-01,      0.0921
 347,   1.052e+01,  -9.141e+00,   3.451e-01,       0.210,       0.108,       0.972,   1.830e-01,      0.1869
Strip 15
 348,   9.835e+00,  -7.183e+00,   2.636e-01,      -0.004,      -0.038,      -0.999,   1.982e-01,      0.2164
 349,   9.639e+00,  -7.183e+00,   2.630e-01,       0.006,      -0.035,      -0.999,   5.810e-01,      0.2064
 350,   9.261e+00,  -7.183e+00,   2.536e-01,       0.037,      -0.023,      -0.999,   9.246e-01,      0.1843
 351,   8.726e+00,  -7.183e+00,   2.219e-01,       0.076,      -0.008,      -0.997,   1.208e+00,      0.1421
 352,   8.071e+00,  -7.183e+00,   1.570e-01,       0.118,       0.008,      -0.993,   1.412e+00,      0.0590
 353,   7.341e+00,  -7.184e+00,   7.100e-02,       0.116,       0.008,      -0.993,   1.515e+00,     -0.0788
 354,   6.584e+00,  -7.184e+00,   7.875e-03,       0.050,      -0.023,      -0.998,   1.507e+00,     -0.1938
 355,   5.854e+00,  -7.184e+00,  -5.988e-03,      -0.014,      -0.054,      -0.998,   1.404e+00,     -0.2193
 356,   5.199e+00,  -7.184e+00,   1.896e-02,      -0.066,      -0.080,      -0.995,   1.210e+00,     -0.2059
 357,   4.664e+00,  -7.184e+00,   6.765e-02,      -0.122,      -0.109,      -0.986,   9.362e-01,     -0.1938
 358,   4.286e+00,  -7.183e+00,   1.312e-01,      -0.229,      -0.166,      -0.959,   6.051e-01,     -0.2530
 359,   4.091e+00,  -7.183e+00,   2.172e-01,      -0.660,      -0.394,      -0.640,   3.088e-01,      0.2941
 360,   4.091e+00,  -7.182e+00,   3.407e-01,      -0.753,      -0.405,       0.519,   3.826e-01,      0.4968
 361,   4.286e+00,  -7.182e+00,   4.703e-01,      -0.359,      -0.172,       0.917,   6.335e-01,     -0.3481
 362,   4.664e+00,  -7.181e+00,   5.678e-01,      -0.171,      -0.067,       0.983,   9.398e-01,     -0.4210
 363,   5.199e+00,  -7.181e+00,   6.355e-01,      -0.090,      -0.024,       0.996,   1.209e+00,     -0.3926
 364,   5.854e+00,  -7.181e+00,   6.750e-01,      -0.034,       0.004,       0.999,   1.402e+00,     -0.3842
 365,   6.584e+00,  -7.181e+00,   6.813e-01,       0.015,       0.028,       0.999,   1.505e+00,     -0.3746
 366,   7.341e+00,  -7.181e+00,   6.481e-01,       0.072,       0.054,       0.996,   1.510e+00,     -0.3364
 367,   8.071e+00,  -7.181e+00,   5.769e-01,       0.123,       0.076,       0.989,   1.416e+00,     -0.2514
 368,   8.726e+00,  -7.182e+00,   4.852e-01,       0.156,       0.089,       0.984,   1.223e+00,     -0.1519
 369,   9.261e+00,  -7.182e+00,   3.943e-01,       0.181,       0.098,       0.979,   9.436e-01,     -0.0582
 370,   9.639e+00,  -7.182e+00,   3.181e-01,       0.221,       0.112,       0.969,   5.991e-01,      0.0918
 371,   9.835e+00,  -7.183e+00,   2.741e-01,       0.210,       0.108,       0.972,   2.037e-01,      0.1863
Strip 16
 372,   9.135e+00,  -5.170e+00,   1.898e-01,      -0.004,      -0.038,      -0.999,   2.180e-01,      0.2155
 373,   8.924e+00,  -5.170e+00,   1.891e-01,       0.006,      -0.035,      -0.999,   6.392e-01,      0.2053
 374,   8.518e+00,  -5.170e+00,   1.790e-01,       0.037,      -0.023,      -0.999,   1.017e+00,      0.1829
 375,   7.943e+00,  -5.170e+00,   1.450e-01,       0.076,      -0.008,      -0.997,   1.328e+00,      0.1403
 376,   7.240e+00,  -5.170e+00,   7.528e-02,       0.118,       0.008,      -0.993,   1.553e+00,      0.0566
 377,   6.455e+00,  -5.170e+00,  -1.717e-02,       0.116,       0.008,      -0.993,   1.667e+00,     -0.0820
 378,   5.642e+00,  -5.171e+00,  -8.501e-02,       0.050,      -0.023,      -0.998,   1.658e+00,     -0.1979
 379,   4.857e+00,  -5.171e+00,  -9.991e-02,      -0.014,      -0.054,      -0.998,   1.545e+00,     -0.2240
 380,   4.153e+00,  -5.171e+00,  -7.310e-02,      -0.066,      -0.080,      -0.995,   1.331e+00,     -0.2115
 381,   3.579e+00,  -5.171e+00,  -2.077e-02,      -0.122,      -0.109,      -0.986,   1.030e+00,     -0.2019
 382,   3.172e+00,  -5.170e+00,   4.751e-02,      -0.229,      -0.166,      -0.959,   6.658e-01,     -0.2697
 383,   2.962e+00,  -5.170e+00,   1.399e-01,      -0.659,      -0.394,      -0.640,   3.398e-01,      0.2729
 384,   2.962e+00,  -5.170e+00,   2.727e-01,      -0.753,      -0.405,       0.519,   4.208e-01,      0.5130
 385,   3.172e+00,  -5.169e+00,   4.119e-01,      -0.359,      -0.172,       0.917,   6.967e-01,     -0.3245
 386,   3.579e+00,  -5.169e+00,   5.167e-01,      -0.171,      -0.067,       0.983,   1.034e+00,     -0.4058
 387,   4.153e+00,  -5.169e+00,   5.895e-01,      -0.090,      -0.024,       0.996,   1.330e+00,     -0.3826
 388,   4.857e+00,  -5.169e+00,   6.320e-01,      -0.034,       0.004,       0.999,   1.543e+00,     -0.3775
 389,   5.642e+00,  -5.169e+00,   6.387e-01,       0.015,       0.028,       0.999,   1.655e+00,     -0.3704
 390,   6.455e+00,  -5.169e+00,   6.030e-01,       0.072,       0.054,       0.996,   1.661e+00,     -0.3341
 391,   7.240e+00,  -5.169e+00,   5.265e-01,       0.123,       0.076,       0.989,   1.558e+00,     -0.2506
 392,   7.943e+00,  -5.169e+00,   4.279e-01,       0.156,       0.088,       0.984,   1.346e+00,     -0.1520
 393,   8.518e+00,  -5.170e+00,   3.303e-01,       0.181,       0.098,       0.979,   1.038e+00,     -0.0588
 394,   8.924e+00,  -5.170e+00,   2.484e-01,       0.221,       0.112,       0.969,   6.591e-01,      0.0908
 395,   9.135e+00,  -5.170e+00,   2.011e-01,       0.210,       0.108,       0.972,   2.241e-01,      0.1852
Strip 17
 396,   8.421e+00,  -3.118e+00,   1.146e-01,      -0.004,      -0.038,      -0.999,   2.371e-01,      0.2134
 397,   8.196e+00,  -3.118e+00,   1.138e-01,       0.006,      -0.035,      -0.999,   6.950e-01,      0.2029
 398,   7.761e+00,  -3.118e+00,   1.031e-01,       0.037,      -0.023,      -0.999,   1.106e+00,      0.1798
 399,   7.145e+00,  -3.118e+00,   6.664e-02,       0.076,      -0.008,      -0.997,   1.444e+00,      0.1363
 400,   6.392e+00,  -3.118e+00,  -8.064e-03,       0.118,       0.008,      -0.993,   1.689e+00,      0.0517
 401,   5.551e+00,  -3.118e+00,  -1.071e-01,       0.116,       0.008,      -0.993,   1.812e+00,     -0.0879
 402,   4.681e+00,  -3.118e+00,  -1.797e-01,       0.050,      -0.023,      -0.998,   1.803e+00,     -0.2035
 403,   3.841e+00,  -3.118e+00,  -1.957e-01,      -0.014,      -0.054,      -0.998,   1.680e+00,     -0.2283
 404,   3.087e+00,  -3.118e+00,  -1.670e-01,      -0.066,      -0.080,      -0.995,   1.448e+00,     -0.2149
 405,   2.472e+00,  -3.118e+00,  -1.109e-01,      -0.122,      -0.109,      -0.986,   1.120e+00,     -0.2064
 406,   2.037e+00,  -3.118e+00,  -3.780e-02,      -0.229,      -0.166,      -0.959,   7.241e-01,     -0.2827
 407,   1.811e+00,  -3.118e+00,   6.113e-02,      -0.659,      -0.394,      -0.640,   3.697e-01,      0.2508
 408,   1.811e+00,  -3.118e+00,   2.034e-01,      -0.753,      -0.405,       0.519,   4.575e-01,      0.5340
 409,   2.037e+00,  -3.117e+00,   3.525e-01,      -0.359,      -0.172,       0.917,   7.575e-01,     -0.2900
 410,   2.472e+00,  -3.117e+00,   4.646e-01,      -0.171,      -0.067,       0.983,   1.124e+00,     -0.3814
 411,   3.087e+00,  -3.117e+00,   5.426e-01,      -0.090,      -0.024,       0.996,   1.446e+00,     -0.3662
 412,   3.841e+00,  -3.117e+00,   5.881e-01,      -0.034,       0.004,       0.999,   1.678e+00,     -0.3674
 413,   4.681e+00,  -3.117e+00,   5.952e-01,       0.015,       0.028,       0.999,   1.800e+00,     -0.3657
 414,   5.551e+00,  -3.117e+00,   5.571e-01,       0.072,       0.054,       0.996,   1.806e+00,     -0.3337
 415,   6.392e+00,  -3.117e+00,   4.751e-01,       0.123,       0.076,       0.989,   1.694e+00,     -0.2528
 416,   7.145e+00,  -3.117e+00,   3.696e-01,       0.156,       0.088,       0.984,   1.463e+00,     -0.1551
 417,   7.761e+00,  -3.118e+00,   2.650e-01,       0.181,       0.098,       0.979,   1.129e+00,     -0.0618
 418,   8.196e+00,  -3.118e+00,   1.773e-01,       0.221,       0.112,       0.969,   7.168e-01,      0.0882
 419,   8.421e+00,  -3.118e+00,   1.267e-01,       0.210,       0.108,       0.972,   2.438e-01,      0.1828
Strip 18
 420,   7.699e+00,  -1.042e+00,   3.847e-02,      -0.004,      -0.038,      -0.999,   2.549e-01,      0.2096
 421,   7.459e+00,  -1.042e+00,   3.769e-02,       0.006,      -0.035,      -0.999,   7.472e-01,      0.1968
 422,   6.995e+00,  -1.042e+00,   2.618e-02,       0.037,      -0.023,      -0.999,   1.189e+00,      0.1700
 423,   6.338e+00,  -1.042e+00,  -1.267e-02,       0.076,      -0.008,      -0.997,   1.553e+00,      0.1214
 424,   5.534e+00,  -1.042e+00,  -9.237e-02,       0.118,       0.008,      -0.993,   1.816e+00,      0.0324
 425,   4.638e+00,  -1.042e+00,  -1.980e-01,       0.116,       0.008,      -0.993,   1.948e+00,     -0.1064
 426,   3.709e+00,  -1.042e+00,  -2.755e-01,       0.050,      -0.023,      -0.998,   1.938e+00,     -0.2126
 427,   2.812e+00,  -1.042e+00,  -2.925e-01,      -0.014,      -0.054,      -0.998,   1.806e+00,     -0.2230
 428,   2.008e+00,  -1.042e+00,  -2.619e-01,      -0.066,      -0.080,      -0.995,   1.557e+00,     -0.1959
 429,   1.352e+00,  -1.042e+00,  -2.021e-01,      -0.122,      -0.109,      -0.986,   1.204e+00,     -0.1786
 430,   8.876e-01,  -1.042e+00,  -1.241e-01,      -0.229,      -0.166,      -0.959,   7.785e-01,     -0.2554
 431,   6.473e-01,  -1.042e+00,  -1.854e-02,      -0.659,      -0.394,      -0.641,   3.975e-01,      0.2407
 432,   6.473e-01,  -1.042e+00,   1.332e-01,      -0.753,      -0.405,       0.518,   4.917e-01,      0.5661
 433,   8.876e-01,  -1.042e+00,   2.923e-01,      -0.359,      -0.172,       0.917,   8.142e-01,     -0.2107
 434,   1.352e+00,  -1.042e+00,   4.120e-01,      -0.171,      -0.067,       0.983,   1.208e+00,     -0.3148
 435,   2.008e+00,  -1.042e+00,   4.952e-01,      -0.090,      -0.024,       0.996,   1.555e+00,     -0.3198
 436,   2.812e+00,  -1.042e+00,   5.437e-01,      -0.034,       0.004,       0.999,   1.803e+00,     -0.3418
 437,   3.709e+00,  -1.042e+00,   5.513e-01,       0.015,       0.028,       0.999,   1.935e+00,     -0.3590
 438,   4.638e+00,  -1.042e+00,   5.106e-01,       0.072,       0.054,       0.996,   1.942e+00,     -0.3430
 439,   5.534e+00,  -1.042e+00,   4.232e-01,       0.123,       0.076,       0.989,   1.822e+00,     -0.2710
 440,   6.338e+00,  -1.042e+00,   3.105e-01,       0.156,       0.088,       0.984,   1.573e+00,     -0.1740
 441,   6.995e+00,  -1.042e+00,   1.990e-01,       0.181,       0.098,       0.979,   1.214e+00,     -0.0764
 442,   7.459e+00,  -1.042e+00,   1.054e-01,       0.221,       0.112,       0.969,   7.706e-01,      0.0790
 443,   7.699e+00,  -1.042e+00,   5.139e-02,       0.210,       0.108,       0.972,   2.621e-01,      0.1768
Strip 19
 444,   7.699e+00,   1.042e+00,   3.847e-02,      -0.004,       0.038,      -0.999,   2.549e-01,      0.2096
 445,   7.459e+00,   1.042e+00,   3.769e-02,       0.006,       0.035,      -0.999,   7.472e-01,      0.1968
 446,   6.995e+00,   1.042e+00,   2.618e-02,       0.037,       0.023,      -0.999,   1.189e+00,      0.1700
 447,   6.338e+00,   1.042e+00,  -1.267e-02,       0.076,       0.008,      -0.997,   1.553e+00,      0.1214
 448,   5.534e+00,   1.042e+00,  -9.237e-02,       0.118,      -0.008,      -0.993,   1.816e+00,      0.0324
 449,   4.638e+00,   1.042e+00,  -1.980e-01,       0.116,      -0.008,      -0.993,   1.948e+00,     -0.1064
 450,   3.709e+00,   1.042e+00,  -2.755e-01,       0.050,       0.023,      -0.998,   1.938e+00,     -0.2126
 451,   2.812e+00,   1.042e+00,  -2.925e-01,      -0.014,       0.054,      -0.998,   1.806e+00,     -0.2230
 452,   2.008e+00,   1.042e+00,  -2.619e-01,      -0.066,       0.080,      -0.995,   1.557e+00,     -0.1959
 453,   1.352e+00,   1.042e+00,  -2.021e-01,      -0.122,       0.109,      -0.986,   1.204e+00,     -0.1786
 454,   8.876e-01,   1.042e+00,  -1.241e-01,      -0.229,       0.166,      -0.959,   7.785e-01,     -0.2554
 455,   6.473e-01,   1.042e+00,  -1.854e-02,      -0.659,       0.394,      -0.641,   3.975e-01,      0.2407
 456,   6.473e-01,   1.042e+00,   1.332e-01,      -0.753,       0.405,       0.518,   4.917e-01,      0.5661
 457,   8.876e-01,   1.042e+00,   2.923e-01,      -0.359,       0.172,       0.917,   8.142e-01,     -0.2107
 458,   1.352e+00,   1.042e+00,   4.120e-01,      -0.171,       0.067,       0.983,   1.208e+00,     -0.3148
 459,   2.008e+00,   1.042e+00,   4.952e-01,      -0.090,       0.024,       0.996,   1.555e+00,     -0.3198
 460,   2.812e+00,   1.042e+00,   5.437e-01,      -0.034,      -0.004,       0.999,   1.803e+00,     -0.3418
 461,   3.709e+00,   1.042e+00,   5.513e-01,       0.015,      -0.028,       0.999,   1.935e+00,     -0.3590
 462,   4.638e+00,   1.042e+00,   5.106e-01,       0.072,      -0.054,       0.996,   1.942e+00,     -0.3430
 463,   5.534e+00,   1.042e+00,   4.232e-01,       0.123,      -0.076,       0.989,   1.822e+00,     -0.2710
 464,   6.338e+00,   1.042e+00,   3.105e-01,       0.156,      -0.088,       0.984,   1.573e+00,     -0.1740
 465,   6.995e+00,   1.042e+00,   1.990e-01,       0.181,      -0.098,       0.979,   1.214e+00,     -0.0764
 466,   7.459e+00,   1.042e+00,   1.054e-01,       0.221,      -0.112,       0.969,   7.706e-01,      0.0790
 467,   7.699e+00,   1.042e+00,   5.139e-02,       0.210,      -0.108,       0.972,   2.621e-01,      0.1768
Strip 20
 468,   8.421e+00,   3.118e+00,   1.146e-01,      -0.004,       0.038,      -0.999,   2.371e-01,      0.2134
 469,   8.196e+00,   3.118e+00,   1.138e-01,       0.006,       0.035,      -0.999,   6.950e-01,      0.2029
 470,   7.761e+00,   3.118e+00,   1.031e-01,       0.037,       0.023,      -0.999,   1.106e+00,      0.1798
 471,   7.145e+00,   3.118e+00,   6.664e-02,       0.076,       0.008,      -0.997,   1.444e+00,      0.1363
 472,   6.392e+00,   3.118e+00,  -8.064e-03,       0.118,      -0.008,      -0.993,   1.689e+00,      0.0517
 473,   5.551e+00,   3.118e+00,  -1.071e-01,       0.116,      -0.008,      -0.993,   1.812e+00,     -0.0879
 474,   4.681e+00,   3.118e+00,  -1.797e-01,       0.050,       0.023,      -0.998,   1.803e+00,     -0.2035
 475,   3.841e+00,   3.118e+00,  -1.957e-01,      -0.014,       0.054,      -0.998,   1.680e+00,     -0.2283
 476,   3.087e+00,   3.118e+00,  -1.670e-01,      -0.066,       0.080,      -0.995,   1.448e+00,     -0.2149
 477,   2.472e+00,   3.118e+00,  -1.109e-01,      -0.122,       0.109,      -0.986,   1.120e+00,     -0.2064
 478,   2.037e+00,   3.118e+00,  -3.780e-02,      -0.229,       0.166,      -0.959,   7.241e-01,     -0.2827
 479,   1.811e+00,   3.118e+00,   6.113e-02,      -0.659,       0.394,      -0.640,   3.697e-01,      0.2508
 480,   1.811e+00,   3.118e+00,   2.034e-01,      -0.753,       0.405,       0.519,   4.575e-01,      0.5340
 481,   2.037e+00,   3.117e+00,   3.525e-01,      -0.359,       0.172,       0.917,   7.575e-01,     -0.2900
 482,   2.472e+00,   3.117e+00,   4.646e-01,      -0.171,       0.067,       0.983,   1.124e+00,     -0.3814
 483,   3.087e+00,   3.117e+00,   5.426e-01,      -0.090,       0.024,       0.996,   1.446e+00,     -0.3662
 484,   3.841e+00,   3.117e+00,   5.881e-01,      -0.034,      -0.004,       0.999,   1.678e+00,     -0.3674
 485,   4.681e+00,   3.117e+00,   5.952e-01,       0.015,      -0.028,       0.999,   1.800e+00,     -0.3657
 486,   5.551e+00,   3.117e+00,   5.571e-01,       0.072,      -0.054,       0.996,   1.806e+00,     -0.3337
 487,   6.392e+00,   3.117e+00,   4.751e-01,       0.123,      -0.076,       0.989,   1.694e+00,     -0.2528
 488,   7.145e+00,   3.117e+00,   3.696e-01,       0.156,      -0.088,       0.984,   1.463e+00,     -0.1551
 489,   7.761e+00,   3.118e+00,   2.650e-01,       0.181,      -0.098,       0.979,   1.129e+00,     -0.0618
 490,   8.196e+00,   3.118e+00,   1.773e-01,       0.221,      -0.112,       0.969,   7.168e-01,      0.0882
 491,   8.421e+00,   3.118e+00,   1.267e-01,       0.210,      -0.108,       0.972,   2.438e-01,      0.1828
Strip 21
 492,   9.135e+00,   5.170e+00,   1.898e-01,      -0.004,       0.038,      -0.999,   2.180e-01,      0.2155
 493,   8.924e+00,   5.170e+00,   1.891e-01,       0.006,       0.035,      -0.999,   6.392e-01,      0.2053
 494,   8.518e+00,   5.170e+00,   1.790e-01,       0.037,       0.023,      -0.999,   1.017e+00,      0.1829
 495,   7.943e+00,   5.170e+00,   1.450e-01,       0.076,       0.008,      -0.997,   1.328e+00,      0.1403
 496,   7.240e+00,   5.170e+00,   7.528e-02,       0.118,      -0.008,      -0.993,   1.553e+00,      0.0566
 497,   6.455e+00,   5.170e+00,  -1.717e-02,       0.116,      -0.008,      -0.993,   1.667e+00,     -0.0820
 498,   5.642e+00,   5.171e+00,  -8.501e-02,       0.050,       0.023,      -0.998,   1.658e+00,     -0.1979
 499,   4.857e+00,   5.171e+00,  -9.991e-02,      -0.014,       0.054,      -0.998,   1.545e+00,     -0.2240
 500,   4.153e+00,   5.171e+00,  -7.310e-02,      -0.066,       0.080,      -0.995,   1.331e+00,     -0.2115
 501,   3.579e+00,   5.171e+00,  -2.077e-02,      -0.122,       0.109,      -0.986,   1.030e+00,     -0.2019
 502,   3.172e+00,   5.170e+00,   4.751e-02,      -0.229,       0.166,      -0.959,   6.658e-01,     -0.2697
 503,   2.962e+00,   5.170e+00,   1.399e-01,      -0.659,       0.394,      -0.640,   3.398e-01,      0.2729
 504,   2.962e+00,   5.170e+00,   2.727e-01,      -0.753,       0.405,       0.519,   4.208e-01,      0.5130
 505,   3.172e+00,   5.169e+00,   4.119e-01,      -0.359,       0.172,       0.917,   6.967e-01,     -0.3245
 506,   3.579e+00,   5.169e+00,   5.167e-01,      -0.171,       0.067,       0.983,   1.034e+00,     -0.4058
 507,   4.153e+00,   5.169e+00,   5.895e-01,      -0.090,       0.024,       0.996,   1.330e+00,     -0.3826
 508,   4.857e+00,   5.169e+00,   6.320e-01,      -0.034,      -0.004,       0.999,   1.543e+00,     -0.3775
 509,   5.642e+00,   5.169e+00,   6.387e-01,       0.015,      -0.028,       0.999,   1.655e+00,     -0.3704
 510,   6.455e+00,   5.169e+00,   6.030e-01,       0.072,      -0.054,       0.996,   1.661e+00,     -0.3341
 511,   7.240e+00,   5.169e+00,   5.265e-01,       0.123,      -0.076,       0.989,   1.558e+00,     -0.2506
 512,   7.943e+00,   5.169e+00,   4.279e-01,       0.156,      -0.088,       0.984,   1.346e+00,     -0.1520
 513,   8.518e+00,   5.170e+00,   3.303e-01,       0.181,      -0.098,       0.979,   1.038e+00,     -0.0588
 514,   8.924e+00,   5.170e+00,   2.484e-01,       0.221,      -0.112,       0.969,   6.591e-01,      0.0908
 515,   9.135e+00,   5.170e+00,   2.011e-01,       0.210,      -0.108,       0.972,   2.241e-01,      0.1852
Strip 22
 516,   9.835e+00,   7.183e+00,   2.636e-01,      -0.004,       0.038,      -0.999,   1.982e-01,      0.2164
 517,   9.639e+00,   7.183e+00,   2.630e-01,       0.006,       0.035,      -0.999,   5.810e-01,      0.2064
