xflr5 v6.61

Project Wing
T1-10.0 m/s-Panel-Inviscid
QInf  =,   10.000000 ,m/s
Alpha = ,  20.000000
Beta  = ,   0.000°
Phi   = ,   0.000°
Ctrl  = ,   0.000
CL    = ,   1.822068
Cy    = ,   0.000000
Cd=,   0.100303,ICd=,    0.100303,PCd=,    0.000000
Cl   = ,-5.37791e-15
Cm   =,    -2.55629
ICn=,    0.000000,PCn=,    0.000000
XCP=,    7.469389, YCP=,    0.000000, ZCP=,    0.563705 
XNP=,    0.000000
Bending =, 114713.817872

Main Wing
  y-span,Chord,Ai,Cl,PCd,ICd,CmGeom,CmAirf@chord/4,XTrtop,XTrBot,XCP,BM
  -23.8795,   2.2299,-11.544, 0.637247, 0.000000, 0.130123,-4.326832, 0.077912, 0.0000, 0.0000, 0.1346, 0.0000
  -23.6977,   2.2692, -9.511, 1.054153, 0.000000, 0.176543,-6.826276, 0.041012, 0.0000, 0.0000, 0.2082, 1.4718
  -23.3357,   2.3476, -7.948, 1.414692, 0.000000, 0.197392,-8.691083, 0.030875, 0.0000, 0.0000, 0.2236,19.1756
  -22.7960,   2.4644, -6.458, 1.674048, 0.000000, 0.189347,-9.686865, 0.003602, 0.0000, 0.0000, 0.2430,96.2502
  -22.0828,   2.6189, -5.138, 1.837124, 0.000000, 0.165005,-9.793113,-0.019227, 0.0000, 0.0000, 0.2554,313.7024
  -21.2015,   2.8097, -4.121, 1.926318, 0.000000, 0.138552,-9.274820,-0.033591, 0.0000, 0.0000, 0.2622,794.3893
  -20.1589,   3.0354, -3.441, 1.965948, 0.000000, 0.117963,-8.409726,-0.041566, 0.0000, 0.0000, 0.2659,1703.5272
  -18.9629,   3.2943, -3.045, 1.974114, 0.000000, 0.104709,-7.397995,-0.045798, 0.0000, 0.0000, 0.2679,3247.4891
  -17.6226,   3.5845, -2.853, 1.962145, 0.000000, 0.097445,-6.361866,-0.048001, 0.0000, 0.0000, 0.2691,5671.0761
  -16.1481,   3.9038, -2.801, 1.936599, 0.000000, 0.094381,-5.369253,-0.049103, 0.0000, 0.0000, 0.2700,9252.5757
  -14.5508,   4.2496, -2.844, 1.901092, 0.000000, 0.094036,-4.454338,-0.049616, 0.0000, 0.0000, 0.2707,14295.8852
  -12.8427,   4.6194, -2.951, 1.857424, 0.000000, 0.095277,-3.631575,-0.049808, 0.0000, 0.0000, 0.2714,21119.2497
  -11.0368,   5.0104, -3.099, 1.806254, 0.000000, 0.097222,-2.904092,-0.049879, 0.0000, 0.0000, 0.2722,30040.4724
   -9.1470,   5.4196, -3.267, 1.747395, 0.000000, 0.099057,-2.269238,-0.050052, 0.0000, 0.0000, 0.2733,41358.8049
   -7.1875,   5.8438, -3.430, 1.679923, 0.000000, 0.099798,-1.721738,-0.050748, 0.0000, 0.0000, 0.2749,55334.0031
   -5.1734,   6.2799, -3.541, 1.602112, 0.000000, 0.097896,-1.255990,-0.053027, 0.0000, 0.0000, 0.2778,72163.2733
   -3.1199,   6.7245, -3.495, 1.511073, 0.000000, 0.090195,-0.868703,-0.059912, 0.0000, 0.0000, 0.2843,91956.9891
   -1.0426,   7.1743, -2.973, 1.396235, 0.000000, 0.065956,-0.563674,-0.082483, 0.0000, 0.0000, 0.3038,114713.8179
    1.0426,   7.1743, -2.973, 1.396235, 0.000000, 0.065956,-0.563674,-0.082483, 0.0000, 0.0000, 0.3038,114713.8179
    3.1199,   6.7245, -3.495, 1.511073, 0.000000, 0.090195,-0.868703,-0.059912, 0.0000, 0.0000, 0.2843,91956.9891
    5.1734,   6.2799, -3.541, 1.602112, 0.000000, 0.097896,-1.255990,-0.053027, 0.0000, 0.0000, 0.2778,72163.2733
    7.1875,   5.8438, -3.430, 1.679923, 0.000000, 0.099798,-1.721738,-0.050748, 0.0000, 0.0000, 0.2749,55334.0031
    9.1470,   5.4196, -3.267, 1.747395, 0.000000, 0.099057,-2.269238,-0.050052, 0.0000, 0.0000, 0.2733,41358.8049
   11.0368,   5.0104, -3.099, 1.806254, 0.000000, 0.097222,-2.904092,-0.049879, 0.0000, 0.0000, 0.2722,30040.4724
   12.8427,   4.6194, -2.951, 1.857424, 0.000000, 0.095277,-3.631575,-0.049808, 0.0000, 0.0000, 0.2714,21119.2497
   14.5508,   4.2496, -2.844, 1.901092, 0.000000, 0.094036,-4.454338,-0.049616, 0.0000, 0.0000, 0.2707,14295.8852
   16.1481,   3.9038, -2.801, 1.936599, 0.000000, 0.094381,-5.369253,-0.049103, 0.0000, 0.0000, 0.2700,9252.5757
   17.6226,   3.5845, -2.853, 1.962145, 0.000000, 0.097445,-6.361866,-0.048001, 0.0000, 0.0000, 0.2691,5671.0761
   18.9629,   3.2943, -3.045, 1.974114, 0.000000, 0.104709,-7.397995,-0.045798, 0.0000, 0.0000, 0.2679,3247.4891
   20.1589,   3.0354, -3.441, 1.965948, 0.000000, 0.117963,-8.409726,-0.041566, 0.0000, 0.0000, 0.2659,1703.5272
   21.2015,   2.8097, -4.121, 1.926318, 0.000000, 0.138552,-9.274820,-0.033591, 0.0000, 0.0000, 0.2622,794.3893
   22.0828,   2.6189, -5.138, 1.837124, 0.000000, 0.165005,-9.793113,-0.019227, 0.0000, 0.0000, 0.2554,313.7024
   22.7960,   2.4644, -6.458, 1.674048, 0.000000, 0.189347,-9.686865, 0.003602, 0.0000, 0.0000, 0.2430,96.2502
   23.3357,   2.3476, -7.948, 1.414692, 0.000000, 0.197392,-8.691083, 0.030875, 0.0000, 0.0000, 0.2236,19.1756
   23.6977,   2.2692, -9.511, 1.054153, 0.000000, 0.176543,-6.826276, 0.041012, 0.0000, 0.0000, 0.2082, 1.4718
   23.8795,   2.2299,-11.544, 0.637247, 0.000000, 0.130123,-4.326832, 0.077912, 0.0000, 0.0000, 0.1346, 0.0000


Main Wing Cp Coefficients
Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp
 333,   5.721e+00,  -9.142e+00,   1.537e-01,      -0.122,      -0.109,      -0.986,   8.410e-01,      0.7660
 334,   5.370e+00,  -9.142e+00,   2.126e-01,      -0.229,      -0.166,      -0.959,   5.435e-01,      0.0891
 335,   5.188e+00,  -9.141e+00,   2.923e-01,      -0.660,      -0.395,      -0.639,   2.773e-01,     -4.6945
 336,   5.188e+00,  -9.140e+00,   4.069e-01,      -0.752,      -0.404,       0.520,   3.439e-01,    -11.3327
 337,   5.370e+00,  -9.140e+00,   5.271e-01,      -0.359,      -0.172,       0.917,   5.693e-01,     -6.9727
 338,   5.721e+00,  -9.139e+00,   6.175e-01,      -0.171,      -0.067,       0.983,   8.444e-01,     -3.3577
 339,   6.217e+00,  -9.139e+00,   6.803e-01,      -0.090,      -0.024,       0.996,   1.086e+00,     -2.0283
 340,   6.824e+00,  -9.139e+00,   7.169e-01,      -0.034,       0.004,       0.999,   1.260e+00,     -1.4179
 341,   7.501e+00,  -9.139e+00,   7.227e-01,       0.015,       0.028,       0.999,   1.352e+00,     -1.0483
 342,   8.203e+00,  -9.139e+00,   6.920e-01,       0.072,       0.054,       0.996,   1.356e+00,     -0.7499
 343,   8.880e+00,  -9.139e+00,   6.259e-01,       0.123,       0.076,       0.989,   1.272e+00,     -0.4685
 344,   9.488e+00,  -9.140e+00,   5.409e-01,       0.156,       0.089,       0.984,   1.099e+00,     -0.2327
 345,   9.983e+00,  -9.140e+00,   4.566e-01,       0.181,       0.098,       0.979,   8.477e-01,     -0.0415
 346,   1.033e+01,  -9.141e+00,   3.859e-01,       0.221,       0.112,       0.969,   5.381e-01,      0.1907
 347,   1.052e+01,  -9.141e+00,   3.451e-01,       0.210,       0.108,       0.972,   1.830e-01,      0.3057
Strip 15
 348,   9.835e+00,  -7.183e+00,   2.636e-01,      -0.004,      -0.038,      -0.999,   1.982e-01,      0.3147
 349,   9.639e+00,  -7.183e+00,   2.630e-01,       0.006,      -0.035,      -0.999,   5.810e-01,      0.3386
 350,   9.261e+00,  -7.183e+00,   2.536e-01,       0.037,      -0.023,      -0.999,   9.246e-01,      0.3656
 351,   8.726e+00,  -7.183e+00,   2.219e-01,       0.076,      -0.008,      -0.997,   1.208e+00,      0.3802
 352,   8.071e+00,  -7.183e+00,   1.570e-01,       0.118,       0.008,      -0.993,   1.412e+00,      0.3784
 353,   7.341e+00,  -7.184e+00,   7.100e-02,       0.116,       0.008,      -0.993,   1.515e+00,      0.3787
 354,   6.584e+00,  -7.184e+00,   7.875e-03,       0.050,      -0.023,      -0.998,   1.507e+00,      0.4366
 355,   5.854e+00,  -7.184e+00,  -5.988e-03,      -0.014,      -0.054,      -0.998,   1.404e+00,      0.5509
 356,   5.199e+00,  -7.184e+00,   1.896e-02,      -0.066,      -0.080,      -0.995,   1.210e+00,      0.6851
 357,   4.664e+00,  -7.184e+00,   6.765e-02,      -0.122,      -0.109,      -0.986,   9.362e-01,      0.7734
 358,   4.286e+00,  -7.183e+00,   1.312e-01,      -0.229,      -0.166,      -0.959,   6.051e-01,      0.2187
 359,   4.091e+00,  -7.183e+00,   2.172e-01,      -0.660,      -0.394,      -0.640,   3.088e-01,     -4.0979
 360,   4.091e+00,  -7.182e+00,   3.407e-01,      -0.753,      -0.405,       0.519,   3.826e-01,    -10.4441
 361,   4.286e+00,  -7.182e+00,   4.703e-01,      -0.359,      -0.172,       0.917,   6.335e-01,     -6.5309
 362,   4.664e+00,  -7.181e+00,   5.678e-01,      -0.171,      -0.067,       0.983,   9.398e-01,     -3.1715
 363,   5.199e+00,  -7.181e+00,   6.355e-01,      -0.090,      -0.024,       0.996,   1.209e+00,     -1.9266
 364,   5.854e+00,  -7.181e+00,   6.750e-01,      -0.034,       0.004,       0.999,   1.402e+00,     -1.3536
 365,   6.584e+00,  -7.181e+00,   6.813e-01,       0.015,       0.028,       0.999,   1.505e+00,     -1.0053
 366,   7.341e+00,  -7.181e+00,   6.481e-01,       0.072,       0.054,       0.996,   1.510e+00,     -0.7212
 367,   8.071e+00,  -7.181e+00,   5.769e-01,       0.123,       0.076,       0.989,   1.416e+00,     -0.4503
 368,   8.726e+00,  -7.182e+00,   4.852e-01,       0.156,       0.089,       0.984,   1.223e+00,     -0.2218
 369,   9.261e+00,  -7.182e+00,   3.943e-01,       0.181,       0.098,       0.979,   9.436e-01,     -0.0359
 370,   9.639e+00,  -7.182e+00,   3.181e-01,       0.221,       0.112,       0.969,   5.991e-01,      0.1920
 371,   9.835e+00,  -7.183e+00,   2.741e-01,       0.210,       0.108,       0.972,   2.037e-01,      0.3050
Strip 16
 372,   9.135e+00,  -5.170e+00,   1.898e-01,      -0.004,      -0.038,      -0.999,   2.180e-01,      0.3151
 373,   8.924e+00,  -5.170e+00,   1.891e-01,       0.006,      -0.035,      -0.999,   6.392e-01,      0.3384
 374,   8.518e+00,  -5.170e+00,   1.790e-01,       0.037,      -0.023,      -0.999,   1.017e+00,      0.3645
 375,   7.943e+00,  -5.170e+00,   1.450e-01,       0.076,      -0.008,      -0.997,   1.328e+00,      0.3777
 376,   7.240e+00,  -5.170e+00,   7.528e-02,       0.118,       0.008,      -0.993,   1.553e+00,      0.3730
 377,   6.455e+00,  -5.170e+00,  -1.717e-02,       0.116,       0.008,      -0.993,   1.667e+00,      0.3685
 378,   5.642e+00,  -5.171e+00,  -8.501e-02,       0.050,      -0.023,      -0.998,   1.658e+00,      0.4215
 379,   4.857e+00,  -5.171e+00,  -9.991e-02,      -0.014,      -0.054,      -0.998,   1.545e+00,      0.5337
 380,   4.153e+00,  -5.171e+00,  -7.310e-02,      -0.066,      -0.080,      -0.995,   1.331e+00,      0.6705
 381,   3.579e+00,  -5.171e+00,  -2.077e-02,      -0.122,      -0.109,      -0.986,   1.030e+00,      0.7786
 382,   3.172e+00,  -5.170e+00,   4.751e-02,      -0.229,      -0.166,      -0.959,   6.658e-01,      0.3608
 383,   2.962e+00,  -5.170e+00,   1.399e-01,      -0.659,      -0.394,      -0.640,   3.398e-01,     -3.4145
 384,   2.962e+00,  -5.170e+00,   2.727e-01,      -0.753,      -0.405,       0.519,   4.208e-01,     -9.3958
 385,   3.172e+00,  -5.169e+00,   4.119e-01,      -0.359,      -0.172,       0.917,   6.967e-01,     -6.0017
 386,   3.579e+00,  -5.169e+00,   5.167e-01,      -0.171,      -0.067,       0.983,   1.034e+00,     -2.9488
 387,   4.153e+00,  -5.169e+00,   5.895e-01,      -0.090,      -0.024,       0.996,   1.330e+00,     -1.8076
 388,   4.857e+00,  -5.169e+00,   6.320e-01,      -0.034,       0.004,       0.999,   1.543e+00,     -1.2814
 389,   5.642e+00,  -5.169e+00,   6.387e-01,       0.015,       0.028,       0.999,   1.655e+00,     -0.9598
 390,   6.455e+00,  -5.169e+00,   6.030e-01,       0.072,       0.054,       0.996,   1.661e+00,     -0.6929
 391,   7.240e+00,  -5.169e+00,   5.265e-01,       0.123,       0.076,       0.989,   1.558e+00,     -0.4337
 392,   7.943e+00,  -5.169e+00,   4.279e-01,       0.156,       0.088,       0.984,   1.346e+00,     -0.2128
 393,   8.518e+00,  -5.170e+00,   3.303e-01,       0.181,       0.098,       0.979,   1.038e+00,     -0.0318
 394,   8.924e+00,  -5.170e+00,   2.484e-01,       0.221,       0.112,       0.969,   6.591e-01,      0.1921
 395,   9.135e+00,  -5.170e+00,   2.011e-01,       0.210,       0.108,       0.972,   2.241e-01,      0.3032
Strip 17
 396,   8.421e+00,  -3.118e+00,   1.146e-01,      -0.004,      -0.038,      -0.999,   2.371e-01,      0.3151
 397,   8.196e+00,  -3.118e+00,   1.138e-01,       0.006,      -0.035,      -0.999,   6.950e-01,      0.3383
 398,   7.761e+00,  -3.118e+00,   1.031e-01,       0.037,      -0.023,      -0.999,   1.106e+00,      0.3641
 399,   7.145e+00,  -3.118e+00,   6.664e-02,       0.076,      -0.008,      -0.997,   1.444e+00,      0.3764
 400,   6.392e+00,  -3.118e+00,  -8.064e-03,       0.118,       0.008,      -0.993,   1.689e+00,      0.3691
 401,   5.551e+00,  -3.118e+00,  -1.071e-01,       0.116,       0.008,      -0.993,   1.812e+00,      0.3593
 402,   4.681e+00,  -3.118e+00,  -1.797e-01,       0.050,      -0.023,      -0.998,   1.803e+00,      0.4067
 403,   3.841e+00,  -3.118e+00,  -1.957e-01,      -0.014,      -0.054,      -0.998,   1.680e+00,      0.5153
 404,   3.087e+00,  -3.118e+00,  -1.670e-01,      -0.066,      -0.080,      -0.995,   1.448e+00,      0.6534
 405,   2.472e+00,  -3.118e+00,  -1.109e-01,      -0.122,      -0.109,      -0.986,   1.120e+00,      0.7825
 406,   2.037e+00,  -3.118e+00,  -3.780e-02,      -0.229,      -0.166,      -0.959,   7.241e-01,      0.5260
 407,   1.811e+00,  -3.118e+00,   6.113e-02,      -0.659,      -0.394,      -0.640,   3.697e-01,     -2.5734
 408,   1.811e+00,  -3.118e+00,   2.034e-01,      -0.753,      -0.405,       0.519,   4.575e-01,     -8.0580
 409,   2.037e+00,  -3.117e+00,   3.525e-01,      -0.359,      -0.172,       0.917,   7.575e-01,     -5.3077
 410,   2.472e+00,  -3.117e+00,   4.646e-01,      -0.171,      -0.067,       0.983,   1.124e+00,     -2.6576
 411,   3.087e+00,  -3.117e+00,   5.426e-01,      -0.090,      -0.024,       0.996,   1.446e+00,     -1.6589
 412,   3.841e+00,  -3.117e+00,   5.881e-01,      -0.034,       0.004,       0.999,   1.678e+00,     -1.2000
 413,   4.681e+00,  -3.117e+00,   5.952e-01,       0.015,       0.028,       0.999,   1.800e+00,     -0.9169
 414,   5.551e+00,  -3.117e+00,   5.571e-01,       0.072,       0.054,       0.996,   1.806e+00,     -0.6733
 415,   6.392e+00,  -3.117e+00,   4.751e-01,       0.123,       0.076,       0.989,   1.694e+00,     -0.4271
 416,   7.145e+00,  -3.117e+00,   3.696e-01,       0.156,       0.088,       0.984,   1.463e+00,     -0.2121
 417,   7.761e+00,  -3.118e+00,   2.650e-01,       0.181,       0.098,       0.979,   1.129e+00,     -0.0336
 418,   8.196e+00,  -3.118e+00,   1.773e-01,       0.221,       0.112,       0.969,   7.168e-01,      0.1889
 419,   8.421e+00,  -3.118e+00,   1.267e-01,       0.210,       0.108,       0.972,   2.438e-01,      0.2994
Strip 18
 420,   7.699e+00,  -1.042e+00,   3.847e-02,      -0.004,      -0.038,      -0.999,   2.549e-01,      0.3155
 421,   7.459e+00,  -1.042e+00,   3.769e-02,       0.006,      -0.035,      -0.999,   7.472e-01,      0.3389
 422,   6.995e+00,  -1.042e+00,   2.618e-02,       0.037,      -0.023,      -0.999,   1.189e+00,      0.3652
 423,   6.338e+00,  -1.042e+00,  -1.267e-02,       0.076,      -0.008,      -0.997,   1.553e+00,      0.3763
 424,   5.534e+00,  -1.042e+00,  -9.237e-02,       0.118,       0.008,      -0.993,   1.816e+00,      0.3671
 425,   4.638e+00,  -1.042e+00,  -1.980e-01,       0.116,       0.008,      -0.993,   1.948e+00,      0.3556
 426,   3.709e+00,  -1.042e+00,  -2.755e-01,       0.050,      -0.023,      -0.998,   1.938e+00,      0.4020
 427,   2.812e+00,  -1.042e+00,  -2.925e-01,      -0.014,      -0.054,      -0.998,   1.806e+00,      0.5091
 428,   2.008e+00,  -1.042e+00,  -2.619e-01,      -0.066,      -0.080,      -0.995,   1.557e+00,      0.6580
 429,   1.352e+00,  -1.042e+00,  -2.021e-01,      -0.122,      -0.109,      -0.986,   1.204e+00,      0.8220
 430,   8.876e-01,  -1.042e+00,  -1.241e-01,      -0.229,      -0.166,      -0.959,   7.785e-01,      0.7553
 431,   6.473e-01,  -1.042e+00,  -1.854e-02,      -0.659,      -0.394,      -0.641,   3.975e-01,     -1.4191
 432,   6.473e-01,  -1.042e+00,   1.332e-01,      -0.753,      -0.405,       0.518,   4.917e-01,     -6.0179
 433,   8.876e-01,  -1.042e+00,   2.923e-01,      -0.359,      -0.172,       0.917,   8.142e-01,     -4.1372
 434,   1.352e+00,  -1.042e+00,   4.120e-01,      -0.171,      -0.067,       0.983,   1.208e+00,     -2.1379
 435,   2.008e+00,  -1.042e+00,   4.952e-01,      -0.090,      -0.024,       0.996,   1.555e+00,     -1.4243
 436,   2.812e+00,  -1.042e+00,   5.437e-01,      -0.034,       0.004,       0.999,   1.803e+00,     -1.1119
 437,   3.709e+00,  -1.042e+00,   5.513e-01,       0.015,       0.028,       0.999,   1.935e+00,     -0.8958
 438,   4.638e+00,  -1.042e+00,   5.106e-01,       0.072,       0.054,       0.996,   1.942e+00,     -0.6903
 439,   5.534e+00,  -1.042e+00,   4.232e-01,       0.123,       0.076,       0.989,   1.822e+00,     -0.4602
 440,   6.338e+00,  -1.042e+00,   3.105e-01,       0.156,       0.088,       0.984,   1.573e+00,     -0.2448
 441,   6.995e+00,  -1.042e+00,   1.990e-01,       0.181,       0.098,       0.979,   1.214e+00,     -0.0576
 442,   7.459e+00,  -1.042e+00,   1.054e-01,       0.221,       0.112,       0.969,   7.706e-01,      0.1749
 443,   7.699e+00,  -1.042e+00,   5.139e-02,       0.210,       0.108,       0.972,   2.621e-01,      0.2903
Strip 19
 444,   7.699e+00,   1.042e+00,   3.847e-02,      -0.004,       0.038,      -0.999,   2.549e-01,      0.3155
 445,   7.459e+00,   1.042e+00,   3.769e-02,       0.006,       0.035,      -0.999,   7.472e-01,      0.3389
 446,   6.995e+00,   1.042e+00,   2.618e-02,       0.037,       0.023,      -0.999,   1.189e+00,      0.3652
 447,   6.338e+00,   1.042e+00,  -1.267e-02,       0.076,       0.008,      -0.997,   1.553e+00,      0.3763
 448,   5.534e+00,   1.042e+00,  -9.237e-02,       0.118,      -0.008,      -0.993,   1.816e+00,      0.3671
 449,   4.638e+00,   1.042e+00,  -1.980e-01,       0.116,      -0.008,      -0.993,   1.948e+00,      0.3556
 450,   3.709e+00,   1.042e+00,  -2.755e-01,       0.050,       0.023,      -0.998,   1.938e+00,      0.4020
 451,   2.812e+00,   1.042e+00,  -2.925e-01,      -0.014,       0.054,      -0.998,   1.806e+00,      0.5091
 452,   2.008e+00,   1.042e+00,  -2.619e-01,      -0.066,       0.080,      -0.995,   1.557e+00,      0.6580
 453,   1.352e+00,   1.042e+00,  -2.021e-01,      -0.122,       0.109,      -0.986,   1.204e+00,      0.8220
 454,   8.876e-01,   1.042e+00,  -1.241e-01,      -0.229,       0.166,      -0.959,   7.785e-01,      0.7553
 455,   6.473e-01,   1.042e+00,  -1.854e-02,      -0.659,       0.394,      -0.641,   3.975e-01,     -1.4191
 456,   6.473e-01,   1.042e+00,   1.332e-01,      -0.753,       0.405,       0.518,   4.917e-01,     -6.0179
 457,   8.876e-01,   1.042e+00,   2.923e-01,      -0.359,       0.172,       0.917,   8.142e-01,     -4.1372
 458,   1.352e+00,   1.042e+00,   4.120e-01,      -0.171,       0.067,       0.983,   1.208e+00,     -2.1379
 459,   2.008e+00,   1.042e+00,   4.952e-01,      -0.090,       0.024,       0.996,   1.555e+00,     -1.4243
 460,   2.812e+00,   1.042e+00,   5.437e-01,      -0.034,      -0.004,       0.999,   1.803e+00,     -1.1119
 461,   3.709e+00,   1.042e+00,   5.513e-01,       0.015,      -0.028,       0.999,   1.935e+00,     -0.8958
 462,   4.638e+00,   1.042e+00,   5.106e-01,       0.072,      -0.054,       0.996,   1.942e+00,     -0.6903
 463,   5.534e+00,   1.042e+00,   4.232e-01,       0.123,      -0.076,       0.989,   1.822e+00,     -0.4602
 464,   6.338e+00,   1.042e+00,   3.105e-01,       0.156,      -0.088,       0.984,   1.573e+00,     -0.2448
 465,   6.995e+00,   1.042e+00,   1.990e-01,       0.181,      -0.098,       0.979,   1.214e+00,     -0.0576
 466,   7.459e+00,   1.042e+00,   1.054e-01,       0.221,      -0.112,       0.969,   7.706e-01,      0.1749
 467,   7.699e+00,   1.042e+00,   5.139e-02,       0.210,      -0.108,       0.972,   2.621e-01,      0.2903
Strip 20
 468,   8.421e+00,   3.118e+00,   1.146e-01,      -0.004,       0.038,      -0.999,   2.371e-01,      0.3151
 469,   8.196e+00,   3.118e+00,   1.138e-01,       0.006,       0.035,      -0.999,   6.950e-01,      0.3383
 470,   7.761e+00,   3.118e+00,   1.031e-01,       0.037,       0.023,      -0.999,   1.106e+00,      0.3641
 471,   7.145e+00,   3.118e+00,   6.664e-02,       0.076,       0.008,      -0.997,   1.444e+00,      0.3764
 472,   6.392e+00,   3.118e+00,  -8.064e-03,       0.118,      -0.008,      -0.993,   1.689e+00,      0.3691
 473,   5.551e+00,   3.118e+00,  -1.071e-01,       0.116,      -0.008,      -0.993,   1.812e+00,      0.3593
 474,   4.681e+00,   3.118e+00,  -1.797e-01,       0.050,       0.023,      -0.998,   1.803e+00,      0.4067
 475,   3.841e+00,   3.118e+00,  -1.957e-01,      -0.014,       0.054,      -0.998,   1.680e+00,      0.5153
 476,   3.087e+00,   3.118e+00,  -1.670e-01,      -0.066,       0.080,      -0.995,   1.448e+00,      0.6534
 477,   2.472e+00,   3.118e+00,  -1.109e-01,      -0.122,       0.109,      -0.986,   1.120e+00,      0.7825
 478,   2.037e+00,   3.118e+00,  -3.780e-02,      -0.229,       0.166,      -0.959,   7.241e-01,      0.5260
 479,   1.811e+00,   3.118e+00,   6.113e-02,      -0.659,       0.394,      -0.640,   3.697e-01,     -2.5734
 480,   1.811e+00,   3.118e+00,   2.034e-01,      -0.753,       0.405,       0.519,   4.575e-01,     -8.0580
 481,   2.037e+00,   3.117e+00,   3.525e-01,      -0.359,       0.172,       0.917,   7.575e-01,     -5.3077
 482,   2.472e+00,   3.117e+00,   4.646e-01,      -0.171,       0.067,       0.983,   1.124e+00,     -2.6576
 483,   3.087e+00,   3.117e+00,   5.426e-01,      -0.090,       0.024,       0.996,   1.446e+00,     -1.6589
 484,   3.841e+00,   3.117e+00,   5.881e-01,      -0.034,      -0.004,       0.999,   1.678e+00,     -1.2000
 485,   4.681e+00,   3.117e+00,   5.952e-01,       0.015,      -0.028,       0.999,   1.800e+00,     -0.9169
 486,   5.551e+00,   3.117e+00,   5.571e-01,       0.072,      -0.054,       0.996,   1.806e+00,     -0.6733
 487,   6.392e+00,   3.117e+00,   4.751e-01,       0.123,      -0.076,       0.989,   1.694e+00,     -0.4271
 488,   7.145e+00,   3.117e+00,   3.696e-01,       0.156,      -0.088,       0.984,   1.463e+00,     -0.2121
 489,   7.761e+00,   3.118e+00,   2.650e-01,       0.181,      -0.098,       0.979,   1.129e+00,     -0.0336
 490,   8.196e+00,   3.118e+00,   1.773e-01,       0.221,      -0.112,       0.969,   7.168e-01,      0.1889
 491,   8.421e+00,   3.118e+00,   1.267e-01,       0.210,      -0.108,       0.972,   2.438e-01,      0.2994
Strip 21
 492,   9.135e+00,   5.170e+00,   1.898e-01,      -0.004,       0.038,      -0.999,   2.180e-01,      0.3151
 493,   8.924e+00,   5.170e+00,   1.891e-01,       0.006,       0.035,      -0.999,   6.392e-01,      0.3384
 494,   8.518e+00,   5.170e+00,   1.790e-01,       0.037,       0.023,      -0.999,   1.017e+00,      0.3645
 495,   7.943e+00,   5.170e+00,   1.450e-01,       0.076,       0.008,      -0.997,   1.328e+00,      0.3777
 496,   7.240e+00,   5.170e+00,   7.528e-02,       0.118,      -0.008,      -0.993,   1.553e+00,      0.3730
 497,   6.455e+00,   5.170e+00,  -1.717e-02,       0.116,      -0.008,      -0.993,   1.667e+00,      0.3685
 498,   5.642e+00,   5.171e+00,  -8.501e-02,       0.050,       0.023,      -0.998,   1.658e+00,      0.4215
 499,   4.857e+00,   5.171e+00,  -9.991e-02,      -0.014,       0.054,      -0.998,   1.545e+00,      0.5337
 500,   4.153e+00,   5.171e+00,  -7.310e-02,      -0.066,       0.080,      -0.995,   1.331e+00,      0.6705
 501,   3.579e+00,   5.171e+00,  -2.077e-02,      -0.122,       0.109,      -0.986,   1.030e+00,      0.7786
 502,   3.172e+00,   5.170e+00,   4.751e-02,      -0.229,       0.166,      -0.959,   6.658e-01,      0.3608
 503,   2.962e+00,   5.170e+00,   1.399e-01,      -0.659,       0.394,      -0.640,   3.398e-01,     -3.4145
 504,   2.962e+00,   5.170e+00,   2.727e-01,      -0.753,       0.405,       0.519,   4.208e-01,     -9.3958
 505,   3.172e+00,   5.169e+00,   4.119e-01,      -0.359,       0.172,       0.917,   6.967e-01,     -6.0017
 506,   3.579e+00,   5.169e+00,   5.167e-01,      -0.171,       0.067,       0.983,   1.034e+00,     -2.9488
 507,   4.153e+00,   5.169e+00,   5.895e-01,      -0.090,       0.024,       0.996,   1.330e+00,     -1.8076
 508,   4.857e+00,   5.169e+00,   6.320e-01,      -0.034,      -0.004,       0.999,   1.543e+00,     -1.2814
 509,   5.642e+00,   5.169e+00,   6.387e-01,       0.015,      -0.028,       0.999,   1.655e+00,     -0.9598
 510,   6.455e+00,   5.169e+00,   6.030e-01,       0.072,      -0.054,       0.996,   1.661e+00,     -0.6929
 511,   7.240e+00,   5.169e+00,   5.265e-01,       0.123,      -0.076,       0.989,   1.558e+00,     -0.4337
 512,   7.943e+00,   5.169e+00,   4.279e-01,       0.156,      -0.088,       0.984,   1.346e+00,     -0.2128
 513,   8.518e+00,   5.170e+00,   3.303e-01,       0.181,      -0.098,       0.979,   1.038e+00,     -0.0318
 514,   8.924e+00,   5.170e+00,   2.484e-01,       0.221,      -0.112,       0.969,   6.591e-01,      0.1921
 515,   9.135e+00,   5.170e+00,   2.011e-01,       0.210,      -0.108,       0.972,   2.241e-01,      0.3032
Strip 22
 516,   9.835e+00,   7.183e+00,   2.636e-01,      -0.004,       0.038,      -0.999,   1.982e-01,      0.3147
 517,   9.639e+00,   7.183e+00,   2.630e-01,       0.006,       0.035,      -0.999,   5.810e-01,      0.3386
 518,   9.261e+00,   7.183e+00,   2.536e-01,       0.037,       0.023,      -0.999,   9.246e-01,      0.3656
